,Part type,Contact number,Time,Fx,Fy,Fz,Mass,Mx,My,Mz
1406,slave,3,0.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,slave,3,0.806417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,slave,3,0.819493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,slave,3,0.828207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,slave,3,0.836917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,slave,3,0.849967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,slave,3,0.85865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,slave,3,0.867313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,slave,3,0.875954,9836.57,299555.0,-1885.01,99.4989,-764933000.0,28572600.0,543656000.0
1586,slave,3,0.888867,-17754.8,1326550.0,-8008.09,136.001,-3387520000.0,-28237600.0,2576280000.0
1606,slave,3,0.897447,-11028.4,2146340.0,-10547.5,149.543,-5471690000.0,-3200710.0,3983970000.0
1626,slave,3,0.906013,-15531.7,2180940.0,-9768.82,167.205,-5535030000.0,-9147230.0,4004370000.0
1646,slave,3,0.918866,-18833.0,1953620.0,-10753.4,167.794,-4934000000.0,-9691500.0,3574010000.0
1666,slave,3,0.927447,16965.7,1957520.0,-29006.8,172.504,-5030370000.0,115264000.0,3293050000.0
1686,slave,3,0.936061,28900.0,1861350.0,-41455.6,166.617,-4860080000.0,174018000.0,2986430000.0
1706,slave,3,0.949046,32039.0,1705030.0,-43649.9,154.842,-4471380000.0,193482000.0,2595030000.0
1726,slave,3,0.957715,57419.1,1726450.0,-54481.9,154.842,-4570560000.0,289651000.0,2313670000.0
1746,slave,3,0.966394,43052.3,1748010.0,-64569.1,154.253,-4686620000.0,281441000.0,2265100000.0
1766,slave,3,0.979421,41505.0,1643310.0,-57514.5,139.976,-4393430000.0,263758000.0,1891030000.0
1786,slave,3,0.988099,74069.6,1465410.0,-38745.1,116.426,-3872710000.0,300578000.0,1282000000.0
1806,slave,3,0.996771,120503.0,1008180.0,-27938.6,100.529,-2676960000.0,385377000.0,502066000.0
1826,slave,3,1.00975,143211.0,478720.0,-18895.9,60.4943,-1282120000.0,414498000.0,-151443000.0
1846,slave,3,1.01838,130359.0,280633.0,-17554.4,51.0743,-772644000.0,377708000.0,-276100000.0
1866,slave,3,1.02702,138669.0,189284.0,-8380.02,54.6068,-498434000.0,377836000.0,-399180000.0
1886,slave,3,1.03999,148275.0,93135.5,20103.1,51.663,-120688000.0,349742000.0,-555773000.0
1906,slave,3,1.04867,152242.0,45702.0,67756.5,51.0743,224390000.0,277952000.0,-635755000.0
1926,slave,3,1.05736,146271.0,31396.0,104059.0,50.4855,427358000.0,201885000.0,-618782000.0
1946,slave,3,1.06605,135325.0,25571.8,126610.0,52.2518,542942000.0,135356000.0,-556824000.0
1966,slave,3,1.07905,114683.0,13804.6,135887.0,51.0742,613804000.0,56677200.0,-472536000.0
1986,slave,3,1.0877,70324.6,24714.9,123429.0,51.0742,531965000.0,-46049800.0,-242651000.0
2006,slave,3,1.09634,38132.0,18973.4,111115.0,43.4204,493515000.0,-105623000.0,-118028000.0
2026,slave,3,1.10931,16595.6,12441.7,92285.6,35.3251,421813000.0,-124921000.0,-40169300.0
2046,slave,3,1.11798,4996.0,8252.93,74882.7,31.2038,346573000.0,-122667000.0,3449670.0
2066,slave,3,1.12665,1492.83,1573.77,60141.7,22.3725,289325000.0,-106020000.0,6551250.0
2086,slave,3,1.13967,-2460.18,-3227.72,41602.5,21.1951,209169000.0,-81300400.0,15026900.0
2106,slave,3,1.14833,-1049.87,-4792.62,26968.2,27.6714,141586000.0,-54154200.0,6275450.0
2126,slave,3,1.15701,7955.49,-8816.44,14890.3,25.3164,93220800.0,-19614600.0,-39144100.0
2146,slave,3,1.1657,19351.5,-17303.9,5834.61,25.9052,70919400.0,23935100.0,-101065000.0
2166,slave,3,1.17872,13141.1,-10202.2,2242.21,17.6626,36979300.0,19148700.0,-65988200.0
2186,slave,3,1.18738,2843.71,-1196.74,1237.63,13.5413,9427920.0,-1090470.0,-11827800.0
2206,slave,3,1.196,1105.15,286.371,-191.947,12.9525,-1225950.0,-721203.0,-3949570.0
2226,slave,3,1.20825,1001.24,430.223,-2194.72,8.83127,-11122500.0,4327960.0,-3661610.0
2246,slave,3,1.21954,287.134,1079.57,-4152.54,3.5325,-21960000.0,7639880.0,914066.0
2266,slave,3,1.22999,452.507,682.457,-5130.79,3.5325,-25711000.0,10422000.0,-684200.0
2286,slave,3,1.23672,671.126,269.741,-5655.58,3.5325,-27269300.0,12148500.0,-2561280.0
2306,slave,3,1.24982,786.737,-85.2946,-6026.61,3.5325,-28205900.0,13280200.0,-3814630.0
2326,slave,3,1.2591,779.733,-410.773,-6389.37,4.12124,-29148400.0,14069800.0,-4477150.0
2346,slave,3,1.26773,627.445,-492.375,-6993.63,2.94375,-31750900.0,15101600.0,-3932820.0
2366,slave,3,1.2785,-15.8735,-405.605,-7419.33,5.8875,-33856700.0,14631900.0,-724546.0
2386,slave,3,1.28858,-615.199,-1095.19,-6369.8,5.8875,-27407800.0,11151200.0,580195.0
2406,slave,3,1.29793,-1237.66,-1071.67,-4148.05,5.8875,-17042500.0,5219540.0,3511280.0
2426,slave,3,1.30867,-2324.45,-878.302,-3614.08,4.71,-14949200.0,1931200.0,8936690.0
2446,slave,3,1.3183,-2581.21,-370.683,-3112.28,4.71,-13676600.0,487232.0,11155600.0
2466,slave,3,1.32999,-2101.9,4.31016,-2069.23,3.5325,-9610500.0,-449016.0,9700470.0
2486,slave,3,1.33867,-1568.11,393.591,-435.36,3.5325,-2868730.0,-2487220.0,7994630.0
2506,slave,3,1.34845,-1124.37,926.685,897.085,4.70999,2148040.0,-4159700.0,6983350.0
2526,slave,3,1.35969,-950.752,1671.61,1521.45,3.5325,3438440.0,-5009580.0,7638220.0
2546,slave,3,1.3695,-872.307,2051.73,1017.37,3.5325,309617.0,-3842800.0,8016090.0
2566,slave,3,1.37758,-723.744,2037.72,307.685,3.5325,-2919270.0,-2127600.0,7301680.0
2586,slave,3,1.38992,-899.099,1553.98,-47.1558,3.5325,-3518370.0,-1801680.0,7137770.0
2606,slave,3,1.39801,-1213.65,1097.36,81.6306,3.5325,-1964100.0,-2726840.0,7656490.0
2626,slave,3,1.40976,-1136.17,1126.92,-587.456,2.355,-5064390.0,-1223600.0,7350550.0
2646,slave,3,1.41733,-959.293,1294.5,-917.036,2.355,-6908530.0,-196069.0,6867310.0
2666,slave,3,1.42841,-792.053,1497.03,-1210.09,2.355,-8655630.0,736549.0,6502460.0
2686,slave,3,1.43934,-675.782,1631.27,-1325.03,3.5325,-9446280.0,1213090.0,6235120.0
2706,slave,3,1.44657,-735.183,1669.49,-1126.03,3.5325,-8618620.0,697130.0,6571370.0
2726,slave,3,1.45722,-879.33,1791.66,-916.12,4.12124,-7925090.0,-21574.5,7447910.0
2746,slave,3,1.46753,-1078.6,1986.86,-921.289,4.70999,-8355560.0,-432446.0,8705280.0
2766,slave,3,1.4775,-1348.08,1911.42,-1089.04,4.12124,-8937800.0,-669769.0,9748840.0
2786,slave,3,1.48725,-1791.06,1513.04,-1074.89,4.70999,-8015370.0,-1628380.0,10935600.0
2806,slave,3,1.49685,-2255.85,1125.43,-884.225,4.12124,-6327760.0,-2982020.0,12232000.0
2826,slave,3,1.50937,-2593.1,1111.31,-880.451,4.12124,-6267380.0,-3706890.0,13672400.0
2846,slave,3,1.5185,-2707.47,1164.14,-1031.25,4.12124,-7037390.0,-3663160.0,14248400.0
2866,slave,3,1.52738,-2471.41,817.785,-927.134,4.70999,-5831980.0,-3374320.0,12506100.0
2886,slave,3,1.53898,-2087.64,178.237,-562.533,4.12124,-2854760.0,-3284650.0,9551650.0
2906,slave,3,1.54757,-1769.47,-232.177,-183.014,4.70999,-305698.0,-3360020.0,7332430.0
2926,slave,3,1.55887,-1683.13,-514.356,136.624,4.70999,1701290.0,-3796720.0,6384110.0
2946,slave,3,1.56988,-1698.9,-674.571,260.846,4.12124,2586330.0,-4064030.0,6118210.0
2966,slave,3,1.57794,-1549.62,-806.86,326.619,3.5325,3152920.0,-3876470.0,5193680.0
2986,slave,3,1.58846,-1350.98,-880.788,754.136,3.5325,5169000.0,-4298830.0,4173150.0
3006,slave,3,1.59884,-747.04,-938.935,1388.3,3.5325,8039580.0,-4259170.0,1427630.0
3026,slave,3,1.60908,185.63,-946.42,1534.14,4.12126,8675740.0,-2558430.0,-2637090.0
3046,slave,3,1.61913,417.919,-744.608,1566.82,3.5325,8380900.0,-2157640.0,-3251830.0
3066,slave,3,1.62891,126.753,-592.022,1205.28,3.5325,6487340.0,-2099610.0,-1694220.0
3086,slave,3,1.63848,-237.733,-597.376,468.767,3.5325,3315500.0,-1440340.0,-135704.0
3106,slave,3,1.64791,-487.586,-681.087,-198.764,3.5325,618242.0,-663658.0,773420.0
3126,slave,3,1.65961,-463.949,-826.219,-992.953,4.12125,-2476390.0,945885.0,380750.0
3146,slave,3,1.66884,-155.176,-850.517,-1746.84,2.94375,-5638690.0,3080930.0,-997892.0
3166,slave,3,1.67789,107.485,-760.376,-2319.83,2.94375,-8259330.0,4762640.0,-1948520.0
3186,slave,3,1.6889,171.875,-540.396,-2605.57,4.70999,-9923120.0,5463470.0,-1794760.0
3206,slave,3,1.69969,109.075,-149.56,-2281.97,2.94375,-9356490.0,4702480.0,-761009.0
3226,slave,3,1.70825,275.497,361.703,-2387.25,3.5325,-10887400.0,5294130.0,-455964.0
3246,slave,3,1.71888,373.017,834.941,-1988.02,4.12125,-10189000.0,4715250.0,61693.7
3266,slave,3,1.72936,337.082,1188.44,-2055.13,5.29876,-11204200.0,4761030.0,899754.0
3286,slave,3,1.73962,319.834,935.487,-2414.9,5.29876,-12143400.0,5423370.0,470396.0
3306,slave,3,1.74968,516.106,610.571,-2474.22,5.29876,-11656300.0,5964830.0,-998459.0
3326,slave,3,1.75965,1016.8,260.935,-1985.57,5.8875,-8812720.0,6098240.0,-3790770.0
3346,slave,3,1.76957,1676.12,-97.3216,-1255.43,5.29876,-4949600.0,6099940.0,-7262980.0
3366,slave,3,1.77941,2277.49,-338.319,-886.733,5.29876,-2868200.0,6666730.0,-10256500.0
3386,slave,3,1.7891,2484.01,-503.988,-1082.03,6.47625,-3315180.0,7475100.0,-11424300.0
3406,slave,3,1.79863,2395.23,-520.504,-1436.42,5.29876,-4741380.0,7968390.0,-11030800.0
3426,slave,3,1.80995,2264.3,-621.579,-1461.29,5.8875,-4610790.0,7736200.0,-10721200.0
3446,slave,3,1.81936,2044.14,-512.122,-1031.35,6.47626,-3056260.0,6448270.0,-9183800.0
3466,slave,3,1.82873,1800.53,-526.441,-670.863,6.47626,-1562220.0,5262980.0,-7739800.0
3486,slave,3,1.83986,1727.66,-529.324,-732.318,6.47626,-1814560.0,5210280.0,-7246790.0
3506,slave,3,1.84901,1753.32,-552.436,-1204.15,7.65374,-3708070.0,6160080.0,-7593480.0
3526,slave,3,1.85989,1120.8,-887.636,-1677.01,8.24249,-4811920.0,5561650.0,-6260800.0
3546,slave,3,1.86895,-686.359,73.3338,-1989.17,8.83124,-8106380.0,2197850.0,4568710.0
3566,slave,3,1.87985,-1007.79,1574.43,-2229.34,8.83124,-12255200.0,1969160.0,10321100.0
3586,slave,3,1.88891,-974.105,417.761,-2410.61,11.1862,-10574300.0,2448320.0,6657880.0
3606,slave,3,1.89972,-1586.89,-1066.07,-2470.31,9.41998,-7448710.0,1136340.0,5042310.0
3626,slave,3,1.90869,-2085.85,-2327.77,-2056.82,9.41998,-2715660.0,-1119450.0,3205640.0
3646,slave,3,1.9195,-3521.74,-1693.35,-1466.56,11.1862,-1525790.0,-5586770.0,11325600.0
3666,slave,3,1.92856,-4620.64,-603.848,-1329.09,10.0087,-3318450.0,-8162590.0,18893100.0
3686,slave,3,1.93942,-4410.51,1095.11,-1261.64,8.83123,-6762990.0,-7718310.0,22213500.0
3706,slave,3,1.94844,-3791.64,245.974,-1614.12,9.41998,-6628310.0,-5221350.0,16091400.0
3726,slave,3,1.95925,-3868.71,422.172,-1562.85,9.42,-6718140.0,-5334200.0,16635500.0
3746,slave,3,1.96834,-3757.27,-230.96,-1261.8,9.42,-3930950.0,-5780310.0,13805200.0
3766,slave,3,1.97935,-4404.2,357.694,-851.235,10.0087,-3365320.0,-8185100.0,18444500.0
3786,slave,3,1.98856,-4740.99,874.975,-604.924,8.83123,-3322210.0,-9542360.0,21669100.0
3806,slave,3,1.99956,-4685.1,1144.35,-488.033,7.65374,-3098720.0,-9853000.0,22496200.0
