,Part type,Contact number,Time,Fx,Fy,Fz,Mass,Mx,My,Mz
1838,slave,9,1.00975,29299.2,352653.0,169060.0,34.1476,-255570000.0,-353902000.0,571602000.0
1858,slave,9,1.01838,28094.8,241060.0,143581.0,33.5589,-38940500.0,-299314000.0,381471000.0
1878,slave,9,1.02702,25943.9,187661.0,120797.0,33.5588,12564600.0,-255136000.0,294998000.0
1898,slave,9,1.03999,21646.1,162601.0,138073.0,30.0263,174499000.0,-305642000.0,278964000.0
1918,slave,9,1.04867,11224.9,140260.0,133984.0,31.2038,222561000.0,-323527000.0,291736000.0
1938,slave,9,1.05736,9423.68,105734.0,115266.0,33.5588,236698000.0,-284053000.0,219556000.0
1958,slave,9,1.06605,14250.4,77503.9,86689.1,32.9701,183660000.0,-203881000.0,120919000.0
1978,slave,9,1.07905,20953.4,57596.1,67737.9,32.9701,151664000.0,-140379000.0,36184100.0
1998,slave,9,1.0877,17878.8,47900.5,47405.6,34.1476,81558000.0,-99447300.0,26974700.0
2018,slave,9,1.09634,16345.7,40883.0,19628.5,32.3813,-32496800.0,-33915100.0,18870500.0
2038,slave,9,1.10931,12707.2,33077.4,-11742.3,31.7925,-161005000.0,30434200.0,15345600.0
2058,slave,9,1.11798,8877.43,23808.5,-13842.7,32.3813,-141938000.0,31005100.0,-1839980.0
2078,slave,9,1.12665,4221.56,2786.99,-12578.5,28.8488,-70736900.0,6299240.0,-32560700.0
2098,slave,9,1.13967,1327.9,1731.35,-13461.5,28.2601,-71231700.0,8577790.0,-44481500.0
2118,slave,9,1.14833,-253.036,5701.23,-6642.32,21.1951,-50364100.0,-4573620.0,-34841800.0
2138,slave,9,1.15701,-1407.39,5771.04,-3759.46,21.7838,-37027600.0,-15381100.0,-15031900.0
2158,slave,9,1.1657,163.943,10724.0,4155.51,21.7838,-14925700.0,-31860300.0,5010410.0
2178,slave,9,1.17872,13144.0,22154.5,-493.431,17.6626,-72606500.0,29616700.0,-28354900.0
2198,slave,9,1.18738,28507.7,32208.3,-3579.81,17.6626,-118312000.0,91146900.0,-72895000.0
2218,slave,9,1.196,32529.4,34793.8,-2685.25,17.6625,-121869000.0,107023000.0,-84348900.0
2238,slave,9,1.20825,33427.2,38203.6,3784.9,17.0738,-101592000.0,97324800.0,-81117700.0
2258,slave,9,1.21954,32483.1,42392.7,9136.22,16.485,-88879000.0,86441900.0,-72517900.0
2278,slave,9,1.22999,31456.4,35532.8,7406.15,18.2513,-75843900.0,86188800.0,-80361600.0
2298,slave,9,1.23672,30702.9,25947.4,6066.8,18.84,-52492900.0,86451600.0,-95717700.0
2318,slave,9,1.24982,27261.2,19696.2,7277.49,19.4288,-27452300.0,73529700.0,-92169800.0
2338,slave,9,1.2591,23547.2,9772.42,7951.27,20.6063,6494540.0,60641500.0,-95728500.0
2358,slave,9,1.26773,22266.3,2110.16,9917.15,18.8401,39598100.0,51713900.0,-104136000.0
2378,slave,9,1.2785,19555.1,-8646.42,9667.97,21.7838,71805200.0,43494200.0,-112781000.0
2398,slave,9,1.28858,18240.0,-23113.9,1210.53,25.3163,76835500.0,58450300.0,-138401000.0
2418,slave,9,1.29793,16971.7,-35445.7,-9149.26,25.3163,65935700.0,77233500.0,-161577000.0
2438,slave,9,1.30867,13252.3,-46282.9,-15124.8,25.905,71368500.0,79188200.0,-168681000.0
2458,slave,9,1.3183,6383.29,-50649.6,-21769.7,25.3163,54064900.0,72310100.0,-146492000.0
2478,slave,9,1.32999,-728.335,-47974.1,-26703.4,25.3163,23349900.0,60437600.0,-106938000.0
2498,slave,9,1.33867,-5175.57,-42562.5,-27183.5,24.7275,4724310.0,46401400.0,-73991500.0
2518,slave,9,1.34845,-7660.08,-33376.6,-24784.1,22.9613,-12070300.0,32142700.0,-41109700.0
2538,slave,9,1.35969,-9381.16,-27070.7,-18927.0,20.6063,-3966730.0,13262600.0,-17234000.0
2558,slave,9,1.3695,-10453.9,-20033.9,-15749.9,20.6063,-10705100.0,2434120.0,4292460.0
2578,slave,9,1.37758,-10541.9,-14964.8,-14675.5,22.9613,-21673400.0,-972158.0,14972700.0
2598,slave,9,1.38992,-8951.47,-7920.13,-13295.8,14.7188,-36953900.0,465759.0,22891700.0
2618,slave,9,1.39801,-7372.41,-1954.56,-11424.1,15.8963,-46611700.0,1052040.0,28762400.0
2638,slave,9,1.40976,-5694.1,-2206.58,-10529.7,15.8963,-41563600.0,4432810.0,20365000.0
2658,slave,9,1.41733,-4899.81,-2378.87,-10748.3,16.485,-41939300.0,7483250.0,15864200.0
2678,slave,9,1.42841,-2146.0,398.228,-11444.0,12.9525,-53694000.0,17355800.0,9534210.0
2698,slave,9,1.43934,1431.4,3783.29,-9644.41,12.9525,-55973700.0,24837000.0,-386674.0
2718,slave,9,1.44657,1984.43,8707.93,-3610.56,12.3638,-43916600.0,14248800.0,7442350.0
2738,slave,9,1.45722,1493.03,11505.4,998.964,11.1863,-31795700.0,3499640.0,15972000.0
2758,slave,9,1.46753,94.2882,14815.5,3364.47,18.2513,-31675400.0,-5120010.0,32228900.0
2778,slave,9,1.4775,-2318.02,16176.3,4012.78,17.6625,-33153200.0,-13660600.0,49576900.0
2798,slave,9,1.48725,-6042.91,16212.4,5132.39,18.84,-28449300.0,-27129400.0,69764200.0
2818,slave,9,1.49685,-9276.51,12773.4,7867.82,20.0175,-5595660.0,-42522700.0,77252400.0
2838,slave,9,1.50937,-9091.29,4311.54,10724.5,18.84,33694100.0,-48127000.0,54477600.0
2858,slave,9,1.5185,-5524.33,-1555.58,11168.2,16.485,54075400.0,-38346000.0,23049800.0
2878,slave,9,1.52738,-2549.52,-5982.99,10295.0,17.0738,64087800.0,-27924800.0,-969538.0
2898,slave,9,1.53898,-1576.25,-9935.0,8100.87,11.1863,66589900.0,-20874000.0,-13055300.0
2918,slave,9,1.54757,-1924.97,-11163.2,6309.84,11.775,62400200.0,-18479800.0,-13833700.0
2938,slave,9,1.55887,-4261.92,-7180.92,4235.0,15.8963,40634500.0,-21169700.0,7832730.0
2958,slave,9,1.56988,-12130.5,5448.7,1405.36,17.0738,-11345500.0,-38761100.0,80644500.0
2978,slave,9,1.57794,-16060.0,10470.9,-94.118,14.13,-33595300.0,-47939200.0,113555000.0
2998,slave,9,1.58846,-14611.9,13674.5,3067.06,17.0737,-27643300.0,-53179400.0,114557000.0
3018,slave,9,1.59884,-15437.8,25782.9,2357.24,14.13,-68670700.0,-53867500.0,151260000.0
3038,slave,9,1.60908,-18448.5,31488.6,-513.654,15.3075,-100099000.0,-54853700.0,180379000.0
3058,slave,9,1.61913,-24716.2,33309.3,-2998.04,15.3075,-117417000.0,-67747300.0,214698000.0
3078,slave,9,1.62891,-15401.1,27673.5,-3476.32,14.7187,-102653000.0,-38299400.0,150780000.0
3098,slave,9,1.63848,-9347.98,21016.1,-3285.9,15.8962,-81383100.0,-19718000.0,101097000.0
3118,slave,9,1.64791,-5560.17,16275.2,-4217.61,17.0737,-70927100.0,-5715070.0,69122200.0
3138,slave,9,1.65961,-3763.73,12068.1,-5763.37,15.8962,-64630500.0,3208900.0,48958200.0
3158,slave,9,1.66884,-2838.77,6026.2,-5423.38,15.3075,-43675500.0,4444280.0,27859400.0
3178,slave,9,1.67789,-2244.47,4535.18,-4939.09,15.3075,-36880900.0,5158910.0,21992500.0
3198,slave,9,1.6889,-1894.41,1635.69,-4001.31,14.13,-23768500.0,4430240.0,14089000.0
3218,slave,9,1.69969,-1911.61,-3336.97,-4096.28,15.8963,-8150230.0,3979960.0,2332600.0
3238,slave,9,1.70825,-3209.86,-4898.74,-5505.9,15.3075,-9390600.0,3025650.0,5860500.0
3258,slave,9,1.71888,-6059.37,-1651.97,-2520.3,15.8962,-6884580.0,-11511600.0,25764700.0
3278,slave,9,1.72936,-4167.46,-2481.67,-2252.18,15.8962,-2996190.0,-6400790.0,15555000.0
3298,slave,9,1.73962,-2673.78,-1368.73,-1433.19,15.8963,-3020500.0,-3427130.0,11673900.0
3318,slave,9,1.74968,-1102.31,-1680.87,-1006.19,12.9525,249305.0,-192393.0,2905930.0
3338,slave,9,1.75965,-1792.8,508.695,-2672.13,14.7188,-13557300.0,821668.0,12339100.0
3358,slave,9,1.76957,-3261.53,1866.32,-4960.87,11.775,-27626700.0,1338850.0,23200200.0
3378,slave,9,1.77941,-4748.09,3096.27,-6256.77,12.9525,-37153500.0,-143970.0,33783100.0
3398,slave,9,1.7891,-4275.7,1813.94,-5720.46,12.9525,-30689900.0,95195.9,27460200.0
3418,slave,9,1.79863,-3448.33,32.0721,-4764.83,13.5413,-20756300.0,461190.0,18286800.0
3438,slave,9,1.80995,-4039.46,1926.12,-4350.9,13.5413,-25087900.0,-1934750.0,27230500.0
3458,slave,9,1.81936,-4037.19,1738.31,-3744.11,15.3075,-22261800.0,-2889380.0,27122200.0
3478,slave,9,1.82873,-4798.15,2239.12,-3258.92,15.3075,-21970700.0,-6132150.0,32525600.0
3498,slave,9,1.83986,-5692.81,5577.95,-4766.14,15.3075,-39849700.0,-4375980.0,46818500.0
3518,slave,9,1.84901,-4355.43,5524.18,-6113.63,15.3075,-46293700.0,3882730.0,40173900.0
3538,slave,9,1.85989,-4106.32,2850.76,-1630.7,14.7188,-16850100.0,-7471010.0,30932300.0
3558,slave,9,1.86895,-3260.21,2839.56,-524.936,12.9525,-12167800.0,-7231760.0,26265300.0
3578,slave,9,1.87985,-2186.23,3289.79,-874.271,10.5975,-14867500.0,-3348210.0,22414300.0
3598,slave,9,1.88891,-1185.33,4659.29,-2236.37,10.0088,-24838200.0,2669130.0,21460400.0
3618,slave,9,1.89972,230.91,5515.67,-3164.82,10.5975,-31240600.0,8851870.0,16705000.0
3638,slave,9,1.90869,2771.44,3079.88,-3085.61,11.1863,-22452000.0,15475900.0,-3421950.0
3658,slave,9,1.9195,2994.05,3498.39,-4171.71,7.65377,-28076800.0,18138300.0,-3990640.0
3678,slave,9,1.92856,2514.52,4479.21,-4981.02,7.06501,-34585500.0,18463800.0,868442.0
3698,slave,9,1.93942,1618.23,5230.56,-4690.46,7.06501,-35923100.0,15347500.0,7158860.0
3718,slave,9,1.94844,845.847,4365.41,-3353.6,7.06501,-27699900.0,10129700.0,8242540.0
3738,slave,9,1.95925,163.971,3275.22,-2357.46,11.1863,-20285100.0,5987160.0,8899720.0
3758,slave,9,1.96834,-164.423,697.105,-1162.89,12.3638,-7077930.0,2094580.0,3485970.0
3778,slave,9,1.97935,-1711.77,-460.566,-645.84,12.3638,-1513160.0,-3677390.0,7985210.0
3798,slave,9,1.98856,-3518.56,-67.2577,615.449,12.9525,1814570.0,-11284600.0,18424700.0
3818,slave,9,1.99956,-4861.55,228.25,1265.27,12.3638,3287510.0,-16541500.0,25660100.0
