,Part type,Contact number,Time,Fx,Fy,Fz,Mass,Mx,My,Mz
1470,slave,5,0.828207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,slave,5,0.836917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,slave,5,0.849967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,slave,5,0.85865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,slave,5,0.867313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,slave,5,0.875954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,slave,5,0.888867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,slave,5,0.897447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,slave,5,0.906013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,slave,5,0.918866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,slave,5,0.927447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,slave,5,0.936061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,slave,5,0.949046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,slave,5,0.957715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,slave,5,0.966394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,slave,5,0.979421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,slave,5,0.988099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,slave,5,0.996771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,slave,5,1.00975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,slave,5,1.01838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,slave,5,1.02702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,slave,5,1.03999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,slave,5,1.04867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,slave,5,1.05736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,slave,5,1.06605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,slave,5,1.07905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,slave,5,1.0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,slave,5,1.09634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,slave,5,1.10931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,slave,5,1.11798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,slave,5,1.12665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,slave,5,1.13967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,slave,5,1.14833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,slave,5,1.15701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,slave,5,1.1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,slave,5,1.17872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,slave,5,1.18738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,slave,5,1.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,slave,5,1.20825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,slave,5,1.21954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2270,slave,5,1.22999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,slave,5,1.23672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,slave,5,1.24982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,slave,5,1.2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,slave,5,1.26773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,slave,5,1.2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,slave,5,1.28858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,slave,5,1.29793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,slave,5,1.30867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,slave,5,1.3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,slave,5,1.32999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,slave,5,1.33867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,slave,5,1.34845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,slave,5,1.35969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,slave,5,1.3695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,slave,5,1.37758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,slave,5,1.38992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,slave,5,1.39801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2630,slave,5,1.40976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650,slave,5,1.41733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,slave,5,1.42841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690,slave,5,1.43934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,slave,5,1.44657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730,slave,5,1.45722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,slave,5,1.46753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770,slave,5,1.4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,slave,5,1.48725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,slave,5,1.49685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2830,slave,5,1.50937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,slave,5,1.5185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,slave,5,1.52738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2890,slave,5,1.53898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2910,slave,5,1.54757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2930,slave,5,1.55887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950,slave,5,1.56988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,slave,5,1.57794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,slave,5,1.58846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,slave,5,1.59884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,slave,5,1.60908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3050,slave,5,1.61913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,slave,5,1.62891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,slave,5,1.63848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110,slave,5,1.64791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3130,slave,5,1.65961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150,slave,5,1.66884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3170,slave,5,1.67789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3190,slave,5,1.6889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3210,slave,5,1.69969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3230,slave,5,1.70825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3250,slave,5,1.71888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270,slave,5,1.72936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3290,slave,5,1.73962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3310,slave,5,1.74968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3330,slave,5,1.75965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350,slave,5,1.76957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3370,slave,5,1.77941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3390,slave,5,1.7891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3410,slave,5,1.79863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3430,slave,5,1.80995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3450,slave,5,1.81936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3470,slave,5,1.82873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3490,slave,5,1.83986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3510,slave,5,1.84901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3530,slave,5,1.85989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3550,slave,5,1.86895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,slave,5,1.87985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,slave,5,1.88891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3610,slave,5,1.89972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3630,slave,5,1.90869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3650,slave,5,1.9195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670,slave,5,1.92856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3690,slave,5,1.93942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3710,slave,5,1.94844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3730,slave,5,1.95925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3750,slave,5,1.96834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3770,slave,5,1.97935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3790,slave,5,1.98856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3810,slave,5,1.99956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
