,Part type,Contact number,Time,Fx,Fy,Fz,Mass,Mx,My,Mz
816,slave,8,0.496928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,slave,8,0.505646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,slave,8,0.518723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,slave,8,0.527441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,slave,8,0.536159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,slave,8,0.549236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,slave,8,0.557954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,slave,8,0.566672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,slave,8,0.579749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,slave,8,0.588467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,slave,8,0.597185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,slave,8,0.605903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,slave,8,0.61898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,slave,8,0.627698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,slave,8,0.636416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,slave,8,0.649493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,slave,8,0.658211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,slave,8,0.666929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,slave,8,0.675647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,slave,8,0.688724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,slave,8,0.697442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,slave,8,0.706161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,slave,8,0.719238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,slave,8,0.727956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,slave,8,0.736674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,slave,8,0.749751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,slave,8,0.758469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,slave,8,0.767187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,slave,8,0.775905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,slave,8,0.788982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,slave,8,0.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,slave,8,0.806417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,slave,8,0.819493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,slave,8,0.828207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,slave,8,0.836917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,slave,8,0.849967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,slave,8,0.85865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,slave,8,0.867313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,slave,8,0.875954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,slave,8,0.888867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,slave,8,0.897447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,slave,8,0.906013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,slave,8,0.918866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,slave,8,0.927447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,slave,8,0.936061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,slave,8,0.949046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,slave,8,0.957715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,slave,8,0.966394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,slave,8,0.979421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,slave,8,0.988099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,slave,8,0.996771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,slave,8,1.00975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,slave,8,1.01838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,slave,8,1.02702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,slave,8,1.03999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,slave,8,1.04867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,slave,8,1.05736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,slave,8,1.06605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,slave,8,1.07905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,slave,8,1.0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,slave,8,1.09634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,slave,8,1.10931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,slave,8,1.11798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,slave,8,1.12665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,slave,8,1.13967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,slave,8,1.14833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,slave,8,1.15701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,slave,8,1.1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,slave,8,1.17872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,slave,8,1.18738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,slave,8,1.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,slave,8,1.20825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,slave,8,1.21954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,slave,8,1.22999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,slave,8,1.23672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,slave,8,1.24982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,slave,8,1.2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,slave,8,1.26773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,slave,8,1.2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,slave,8,1.28858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,slave,8,1.29793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,slave,8,1.30867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,slave,8,1.3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,slave,8,1.32999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,slave,8,1.33867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2516,slave,8,1.34845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,slave,8,1.35969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,slave,8,1.3695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,slave,8,1.37758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,slave,8,1.38992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2616,slave,8,1.39801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2636,slave,8,1.40976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,slave,8,1.41733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2676,slave,8,1.42841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2696,slave,8,1.43934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,slave,8,1.44657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2736,slave,8,1.45722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,slave,8,1.46753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,slave,8,1.4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,slave,8,1.48725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2816,slave,8,1.49685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2836,slave,8,1.50937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2856,slave,8,1.5185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2876,slave,8,1.52738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,slave,8,1.53898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2916,slave,8,1.54757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2936,slave,8,1.55887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2956,slave,8,1.56988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,slave,8,1.57794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,slave,8,1.58846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,slave,8,1.59884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,slave,8,1.60908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3056,slave,8,1.61913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,slave,8,1.62891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,slave,8,1.63848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,slave,8,1.64791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3136,slave,8,1.65961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3156,slave,8,1.66884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3176,slave,8,1.67789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3196,slave,8,1.6889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,slave,8,1.69969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3236,slave,8,1.70825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,slave,8,1.71888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3276,slave,8,1.72936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3296,slave,8,1.73962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3316,slave,8,1.74968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3336,slave,8,1.75965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3356,slave,8,1.76957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3376,slave,8,1.77941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3396,slave,8,1.7891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416,slave,8,1.79863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3436,slave,8,1.80995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3456,slave,8,1.81936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3476,slave,8,1.82873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3496,slave,8,1.83986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3516,slave,8,1.84901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3536,slave,8,1.85989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,slave,8,1.86895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,slave,8,1.87985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3596,slave,8,1.88891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3616,slave,8,1.89972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3636,slave,8,1.90869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3656,slave,8,1.9195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3676,slave,8,1.92856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3696,slave,8,1.93942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3716,slave,8,1.94844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3736,slave,8,1.95925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3756,slave,8,1.96834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3776,slave,8,1.97935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3796,slave,8,1.98856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3816,slave,8,1.99956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
